ticker,stage,reason
TMHC,scoring,score_below_min
NBHC,scoring,score_below_min
MLR,scoring,score_below_min
FVR,scoring,score_below_min
HROW,scoring,score_below_min
TYL,scoring,score_below_min
LMT,scoring,score_below_min
SATS,scoring,score_below_min
SMID,filters,"$ADV20 $21,268,228 < $30,000,000"
SKIN,filters,"$ADV20 $232,198 < $30,000,000"
TXN,filters,"$ADV20 $232,198 < $30,000,000"
INCY,filters,"$ADV20 $232,198 < $30,000,000"
ALAB,filters,"$ADV20 $232,198 < $30,000,000"
GNW,scoring,score_below_min
GBCI,filters,"$ADV20 $8,243,842 < $30,000,000"
PTLO,filters,"$ADV20 $8,243,842 < $30,000,000"
GTN,filters,"$ADV20 $8,243,842 < $30,000,000"
AII,filters,"$ADV20 $8,243,842 < $30,000,000"
SEM,filters,"$ADV20 $8,243,842 < $30,000,000"
CCRN,filters,"$ADV20 $8,243,842 < $30,000,000"
INVH,signal,stress_blocked
SXT,signal,stress_blocked
DGICA,scoring,score_below_min
AVAV,scoring,score_below_min
HPQ,scoring,score_below_min
AGM,scoring,score_below_min
EXE,scoring,score_below_min
GHM,filters,"$ADV20 $2,264,478 < $30,000,000"
PODD,filters,"$ADV20 $21,268,889 < $30,000,000"
HST,scoring,score_below_min
HIFS,scoring,score_below_min
DIN,filters,"$ADV20 $9,864,588 < $30,000,000"
ELV,filters,"$ADV20 $2,822,800 < $30,000,000"
XPER,filters,"$ADV20 $2,822,800 < $30,000,000"
PDYN,filters,"$ADV20 $2,822,800 < $30,000,000"
VMD,filters,"$ADV20 $2,822,800 < $30,000,000"
MUR,filters,5d return 41.5% > 15.0% (avoiding chased names)
NEXT,scoring,score_below_min
PHAT,scoring,score_below_min
TZOO,scoring,score_below_min
ESCA,filters,"$ADV20 $220,582 < $30,000,000"
LMND,filters,"$ADV20 $220,582 < $30,000,000"
KRT,filters,5d return 15.7% > 15.0% (avoiding chased names)
DNTH,filters,5d return 15.7% > 15.0% (avoiding chased names)
MFIN,filters,5d return 15.7% > 15.0% (avoiding chased names)
RCEL,filters,5d return 15.7% > 15.0% (avoiding chased names)
CTAS,filters,"Price $4.78 < $5.00; $ADV20 $1,172,346 < $30,000,000"
SMA,scoring,score_below_min
CWST,scoring,score_below_min
JMSB,scoring,score_below_min
FATE,filters,"$ADV20 $366,714 < $30,000,000"
XOMA,filters,"Price $1.38 < $5.00; $ADV20 $2,323,316 < $30,000,000"
CV,filters,"Price $1.38 < $5.00; $ADV20 $2,323,316 < $30,000,000"
CVI,filters,"$ADV20 $1,119,745 < $30,000,000"
NOW,filters,"$ADV20 $1,119,745 < $30,000,000"
GLUE,scoring,score_below_min
CNR,filters,"$ADV20 $19,135,449 < $30,000,000"
CRCT,filters,"$ADV20 $19,135,449 < $30,000,000"
CLMT,filters,"$ADV20 $19,135,449 < $30,000,000"
WAB,signal,stress_blocked
TCBX,signal,stress_blocked
SPFI,scoring,score_below_min
TNXP,scoring,score_below_min
FUBO,filters,"$ADV20 $4,828,974 < $30,000,000"
IRON,filters,"Price $1.24 < $5.00; $ADV20 $23,372,701 < $30,000,000"
SVCO,scoring,score_below_min
SCHL,scoring,score_below_min
LBRT,scoring,score_below_min
ELME,signal,stress_blocked
MRK,filters,"Price $2.18 < $5.00; $ADV20 $2,942,474 < $30,000,000"
PCH,filters,"Price $2.18 < $5.00; $ADV20 $2,942,474 < $30,000,000"
NABL,filters,"Price $2.18 < $5.00; $ADV20 $2,942,474 < $30,000,000"
