ticker,stage,reason
TMHC,scoring,tech_score_below_min_5.5
NBHC,scoring,tech_score_below_min_5.5
MLR,scoring,tech_score_below_min_5.5
FVR,scoring,tech_score_below_min_5.5
HROW,scoring,tech_score_below_min_5.5
TYL,scoring,tech_score_below_min_5.5
LMT,scoring,tech_score_below_min_5.5
SATS,scoring,tech_score_below_min_5.5
SMID,filters,"$ADV20 $21,268,228 < $30,000,000"
SKIN,filters,"$ADV20 $232,198 < $30,000,000"
TXN,filters,"$ADV20 $232,198 < $30,000,000"
INCY,filters,"$ADV20 $232,198 < $30,000,000"
ALAB,filters,"$ADV20 $232,198 < $30,000,000"
GNW,scoring,tech_score_below_min_5.5
GBCI,filters,"$ADV20 $8,243,842 < $30,000,000"
PTLO,filters,"$ADV20 $8,243,842 < $30,000,000"
GTN,filters,"$ADV20 $8,243,842 < $30,000,000"
AII,filters,"$ADV20 $8,243,842 < $30,000,000"
SEM,filters,"$ADV20 $8,243,842 < $30,000,000"
CCRN,filters,"$ADV20 $8,243,842 < $30,000,000"
INVH,scoring,tech_score_below_min_5.5
SXT,scoring,tech_score_below_min_5.5
DGICA,scoring,tech_score_below_min_5.5
AVAV,scoring,tech_score_below_min_5.5
HPQ,scoring,tech_score_below_min_5.5
AGM,scoring,tech_score_below_min_5.5
EXE,scoring,tech_score_below_min_5.5
GHM,filters,"$ADV20 $2,264,478 < $30,000,000"
PODD,filters,"$ADV20 $21,268,889 < $30,000,000"
HST,scoring,tech_score_below_min_5.5
HIFS,scoring,tech_score_below_min_5.5
DIN,filters,"$ADV20 $9,864,588 < $30,000,000"
ELV,filters,"$ADV20 $2,822,800 < $30,000,000"
XPER,filters,"$ADV20 $2,822,800 < $30,000,000"
PDYN,filters,"$ADV20 $2,822,800 < $30,000,000"
VMD,filters,"$ADV20 $2,822,800 < $30,000,000"
MUR,filters,5d return 41.5% > 15.0% (avoiding chased names)
NEXT,scoring,tech_score_below_min_5.5
PHAT,scoring,tech_score_below_min_5.5
TZOO,scoring,tech_score_below_min_5.5
ESCA,filters,"$ADV20 $220,582 < $30,000,000"
LMND,filters,"$ADV20 $220,582 < $30,000,000"
KRT,filters,5d return 15.7% > 15.0% (avoiding chased names)
DNTH,filters,5d return 15.7% > 15.0% (avoiding chased names)
MFIN,filters,5d return 15.7% > 15.0% (avoiding chased names)
RCEL,filters,5d return 15.7% > 15.0% (avoiding chased names)
CTAS,filters,"Price $4.78 < $5.00; $ADV20 $1,172,346 < $30,000,000"
SMA,scoring,tech_score_below_min_5.5
CWST,scoring,tech_score_below_min_5.5
JMSB,scoring,tech_score_below_min_5.5
FATE,filters,"$ADV20 $366,714 < $30,000,000"
XOMA,filters,"Price $1.38 < $5.00; $ADV20 $2,323,316 < $30,000,000"
CV,filters,"Price $1.38 < $5.00; $ADV20 $2,323,316 < $30,000,000"
CVI,filters,"$ADV20 $1,119,745 < $30,000,000"
NOW,filters,"$ADV20 $1,119,745 < $30,000,000"
GLUE,scoring,tech_score_below_min_5.5
CNR,filters,"$ADV20 $19,135,449 < $30,000,000"
CRCT,filters,"$ADV20 $19,135,449 < $30,000,000"
CLMT,filters,"$ADV20 $19,135,449 < $30,000,000"
SPFI,scoring,tech_score_below_min_5.5
TNXP,scoring,tech_score_below_min_5.5
FUBO,filters,"$ADV20 $4,828,974 < $30,000,000"
IRON,filters,"Price $1.24 < $5.00; $ADV20 $23,372,701 < $30,000,000"
SVCO,scoring,tech_score_below_min_5.5
SCHL,scoring,tech_score_below_min_5.5
